customer_key,customer_id,email,first_name,last_name,date_of_birth,gender,phone,country,region,state,city,postal_code,address_line1,address_line2,preferred_language,customer_status,registration_date,email_opt_in,sms_opt_in,push_opt_in,effective_date,expiry_date
31454,CUST00024279,customer24279@email.com,Taribox,silvercooper,1954-09-28,Other,+46-373-2518,Spain,South,Andalusia,Seville,38600,865 High Street  ,,  Spanish,Active,2021-01-14,No,No,YES,2022-01-15,
31455,CUST00024280,customer24280@email.com,Tega,McMiller,2005-07-24,Other,+33-551-4711,Germany,West,North Rhine-Westphalia,,64844,963 Main Street,,Italian,Active  ,2022-04-12,Yes,  Yes,No,2022-04-12,2023-05-25
31456,CUST00024280,customer24280@email.com,Tega,McMiller  ,2005-07-24,Other,+33-551-4711,United Kingdom,South,East Sussex,Brighton,55283,791 Main Street,,Italian,Active,2022-04-12,No,Yes,No,2023-05-25,
31457,CUST00024281,customer24281@email.com,Kuluvi,DaFischer,1988-01-13,OTHER,+48-901-7065  ,Spain,East,Valencia,Valencia,35056,232 Main Street,,Spanish,active,2022-11-11,No,No,  Yes,2024-03-20,
31458,CUST00024282,customer24282@email.com,Giovanni,Greco,1974-11-08,F,+46-225-7338,France,West,Pays de la Loire,Nantes,80127,491 High Street,,french  ,Active,2022-10-16,Yes,No,No,2022-10-28,
31459,CUST00024283,customer24283@email.com,Cute,Rossi,1971-03-19,Other,+46-630-6181,,,,Lille,16925,,Unit 197,Italian,Active,2024-08-15,Yes,YES,Yes,2024-08-15,2024-09-13
31460,CUST00024283,customer24283@email.com,  CUTE,Rossi,1971-03-19,Other,+46-630-6181,United Kingdom,South,,Brighton,49670,,Floor 4,,Active,2024-08-15,No,Yes  ,No,2024-09-13,2024-09-23
31461,CUST00024283,customer24283@email.com,Cute,Rossi,1971-03-19,other,,France,West,Pays de la Loire,Nantes,50424,,,,Active,2024-08-15,No,Yes,No,2024-09-23,2024-10-03
31462,CUST00024283,customer24283@email.com,Cute,Rossi,1971-03-19,Other,+46-630-6181,Germany,South,Bavaria,Munich,28472,119 High Street,,Italian,Active,2024-08-15,Yes,Yes,Yes,2024-10-03,
31463,CUST00024284,customer24284@email.com,Rosa,VanSchneider,2005-05-12,Other,+46-934-1521,United Kingdom,South,Greater London,London,85305,520 HIGH STREET,Suite 500,German,  Active,2023-05-20,No,No,No,2024-09-23,
31464,CUST00024285,customer24285@email.com,Nicutek,Hernandez,1991-03-04,Other,+38-182-8618,United Kingdom,North,Merseyside,Liverpool,37488,358 High Street,SUITE 470,French,ACTIVE,2021-12-25,Yes,No  ,No,2023-02-21,
31465,CUST00024286,customer24286@email.com,RobeTon,OSchmidt,2005-05-02,M,+32-407-6083,Spain,South,Andalusia,Seville,52287,62 Main Street,,German,Active,2022-12-08,Yes,Yes,Yes,2023-02-12,
31466,CUST00024287,customer24287@email.com,Zixa,McJohnson,1995-10-03,f,,Germany,South,,Nuremberg,89719,751 Main Street,,,Active,2024-08-16,Yes,Yes,No,2024-08-16,2024-11-20
31467,CUST00024287,customer24287@email.com,Zixa,McJohnson,1995-10-03,F,+44-481-2213,Italy,West,Tuscany,Florence,65891,729 High Street,,Spanish,Active,2024-08-16,No,  Yes,No,2024-11-20,
31468,CUST00024288,customer24288@email.com,Lucia,EastBurg,1982-06-07,M,+38-325-7860,United Kingdom,East,Norfolk,Norwich,89632,43 High Street,,English  ,Active,2022-01-25,Yes,  Yes,No,2022-12-10,
31469,CUST00024289,customer24289@email.com,Jedacu,Silverbaker,1956-05-27,M,+31-707-3458,Spain,West,Castile and Leon,Salamanca,31571,  772 High Street,Apt 176,SPANISH,Active,2022-08-22,No,YES,No,2024-10-31,
31470,CUST00024290,customer24290@email.com,Zulowimu,VonAnderson,2003-02-20,F,+45-268-7217,Italy,West,Tuscany,Florence,36861,168 Main Street  ,,French,Active,2023-09-05,No,No,Yes,2023-12-01,
31471,CUST00024291,customer24291@email.com,Dohezaki,MacWeber,1997-03-01,F,+42-692-8274,Italy,East,Emilia-Romagna,Bologna,66234,735 Main Street,Apt 266,Italian,Active,2021-01-12,No,Yes  ,No,2021-03-02,
31472,CUST00024292,customer24292@email.com,Yunaxay  ,DeTaylor,1975-10-30,F,+34-618-9882,France,North,Ile-de-France,Paris,54548  ,820 Main Street,Floor 5,english,Active,2021-07-17,Yes,Yes,Yes,2023-04-05,
31473,CUST00024293,customer24293@email.com,DaviSen,DaSchmidt,1956-02-01,F,+47-764-5142,United Kingdom,South,East Sussex,Brighton,14415,514 High Street,,ENGLISH,Active,2024-09-18,Yes,Yes,Yes,2024-09-30,
31474,CUST00024294,customer24294@email.com,  Suhuxako,Brown,1972-08-30,M,+39-464-7130,France,East,Grand Est,Strasbourg,39945,  690 High Street,Suite 145,Spanish,Active,2021-08-24,No,Yes  ,Yes,2022-07-17,
31475,CUST00024295,customer24295@email.com,Saci,Mcwilliams,1951-12-01,F,+42-511-2589,United Kingdom,West,Bristol,Bristol,94018,357 High Street,,French,Active,2023-12-21,No,Yes,Yes,2024-02-18,
31476,CUST00024296,customer24296@email.com,willton,VanTaylor,1958-01-13,  M,+31-656-1138  ,Spain,West,Castile and Leon,Salamanca,29411,  648 Main Street,Apt 54,Italian,Active,2022-01-08,No,NO,No,2023-02-12,
31477,CUST00024297,customer24297@email.com,Yonaxar,Hoffmann,1994-02-20,M,+38-595-9222,Spain,West,Community of Madrid,Madrid,67880,883 Main Street,,English,Active,2022-11-07,No,No,Yes,2023-07-24,
31478,CUST00024298,customer24298@email.com,PatrTon,  VanJohnson,1975-02-25,F,+40-699-3740,,South,Sicily,,88793  ,,,English,Active,2021-11-02,No,No,No,2021-11-02,2021-11-30
31479,CUST00024298,customer24298@email.com,PatrTon,VanJohnson,1975-02-25,f,+40-699-3740,France,North,Hauts-de-France,Lille,16617,439 High Street,,English,Active,2021-11-02,Yes,Yes,No,2021-11-30,2022-05-15
31480,CUST00024298,customer24298@email.com,PATRTON,VanJohnson,1975-02-25,F,+40-699-3740,France,North,Hauts-de-France,Lille,16617,439 HIGH STREET,,English,Active,2021-11-02,No,Yes,No,2022-05-15,
31481,CUST00024299,customer24299@email.com,Jugev,Graybaker,1987-01-31,F,+33-242-6612,Germany,South,Baden-Wurttemberg,Stuttgart,84492,244 High Street,,German,Active,2023-08-06,Yes,No  ,Yes,2023-12-05,
31482,CUST00024300,customer24300@email.com,John,Whitefisher,1959-05-29,M,,Italy,,,,,,,Spanish,Active,2021-04-10,Yes,no,No,2021-04-20,2022-08-18
31483,CUST00024300,customer24300@email.com,  John,Whitefisher,1959-05-29,M,+46-774-1133,Spain,East,,Valencia,64090,72 Main Street,,Spanish,Active,2021-04-10,No,No,Yes,2022-08-18,2023-08-27
31484,CUST00024300,customer24300@email.com,John,Whitefisher,1959-05-29,M,  +46-774-1133,Germany,South,Bavaria,Munich,72296,122 Main Street,,Spanish,Active,2021-04-10,No,Yes,No,2023-08-27,
31485,CUST00024301,customer24301@email.com,Nathalie,VonWeber,1953-08-27,F  ,+39-109-2545,Italy,West,Tuscany,Florence,12359,857 High Street,Unit 357,French,active,2023-06-26,Yes,No,No,2023-10-19,
31486,CUST00024302,customer24302@email.com,PeteLey,VanWilson  ,1982-09-09,F,+45-940-1890,Germany,East,Saxony,Leipzig,71863,67 Main Street,Suite 30,Italian  ,Active,2023-11-21,No,No,No,2024-10-22,
31487,CUST00024303,customer24303@email.com,Taji,DiMuller,2005-12-30,Other,+42-946-9691,Italy,East,Emilia-Romagna,Bologna,34119,562 Main Street,,Italian,Active,2022-12-01,No,No,Yes,2024-07-05,
31488,CUST00024304,customer24304@email.com,Niguge,DIMULLER,1996-10-22,F,+36-124-2211,Italy,South,Campania,Naples,45044,221 Main Street,,Spanish  ,Active,2023-10-22,Yes,No,Yes,2024-10-08,
31489,CUST00024305,customer24305@email.com,Rutamix,VonSchmidt,1986-10-18,Other,+38-351-3638,Spain,West,Castile and Leon,Salamanca,62246,15 High Street,Building E,English,Active,2023-02-24,No,Yes,Yes,2023-05-27,
31490,CUST00024306,customer24306@email.com,Michael,VanSchneider,1996-07-02,F,+32-235-5372,Spain,East,Catalonia,Barcelona,97266,,Suite 29,French,active  ,2023-11-24,Yes,No,No,2024-01-07,
31491,CUST00024307,customer24307@email.com,Vonexex,Marino,1999-06-22,F,  +46-231-2150,Italy,West,Tuscany,Florence,23478,559 High Street,,Italian,Active,2022-05-15,No,Yes,No,2023-02-14,
31492,CUST00024308,customer24308@email.com,lindley  ,DiSchneider,1952-07-19,M,+32-530-9997,Spain,South,Andalusia,Seville,65190,38 High Street,,Spanish,Active,2024-04-18,Yes,Yes,Yes  ,2024-04-18,2024-10-21
31493,CUST00024308,customer24308@email.com,LindLey,dischneider,1952-07-19,M,+32-530-9997,Spain,East,Catalonia,Barcelona,72003,266 Main Street,,Spanish,Active,2024-04-18,No,No,Yes,2024-10-21,
31494,CUST00024309,customer24309@email.com,Xodebi,Martin,2004-06-09,F,+35-661-9870,France,North,Ile-de-France,Paris,78668,607 Main Street,,english,Active,2024-01-24,No,Yes,Yes,2024-11-19,
31495,CUST00024310,customer24310@email.com,Diminiz,DiFischer,1951-10-03,Other,,United Kingdom,,,Norwich,,98 High Street,Suite 336,,Active,2022-10-18,Yes,Yes,Yes,2022-10-18,2022-11-02
31496,CUST00024310,customer24310@email.com,Diminiz,DiFischer,1951-10-03,Other,,United Kingdom,East,,Norwich,84142,98 High Street,,English,Active,2022-10-18,No,Yes,Yes,2022-11-02,2023-05-22
31497,CUST00024310,customer24310@email.com,Diminiz,  DiFischer,1951-10-03,OTHER,+33-590-5500,Spain,West,Community of Madrid,Madrid,39583,411 high street,,English,Active,2022-10-18,Yes,Yes  ,Yes,2023-05-22,
31498,CUST00024311,customer24311@email.com,Klaus  ,OSchneider,1993-03-29,Other,+46-401-8532,France,East,Auvergne-Rhone-Alpes,Lyon,77955,264 Main Street,,Italian,Active,2024-02-21,No,No,No,2024-11-04,
31499,CUST00024312,customer24312@email.com,Kebe,DaFischer,1991-01-11,Other,+40-833-6389,France,South,Provence-Alpes-Cote d Azur,Nice,68446,  837 Main Street,,Spanish,active,2021-02-17,No,YES,No,2021-03-22,
31500,CUST00024313,customer24313@email.com,Dicihuni,DiBrown,1980-09-25,M,+34-591-4363,Italy,West,Lazio,Rome,51884,839 Main Street,,German,Active,2021-05-07,No,Yes,Yes,2023-07-11,
31501,CUST00024314,customer24314@email.com,Cadupah,Whitecooper,1980-08-29,M,+39-129-4706,Italy,West,Lazio,Rome,64532,499 high street,  Apt 40,French,Active,2023-08-11,Yes,Yes  ,Yes,2023-09-15,
31502,CUST00024315,customer24315@email.com,Bajohes,  WestStone,1955-12-30,Other,,Germany,South,,Nuremberg,72395,,Floor 19,spanish,Active,2023-07-07,Yes,No,Yes,2023-07-07,2023-07-19
31503,CUST00024315,customer24315@email.com,Bajohes,WestStone  ,1955-12-30,Other,+37-199-8013,Spain,South,,Seville,,  176 High Street,,,Active,2023-07-07,Yes,Yes,Yes,2023-07-19,2023-12-21
31504,CUST00024315,customer24315@email.com,Bajohes,WestStone,2025-12-09,Other,+37-199-8013,France,North,Ile-de-France,Paris,97330,99 High Street,,Spanish,Active,2023-07-07,No,No,No,2023-12-21,2024-07-03
31505,CUST00024315,customer24315@email.com,Bajohes,WestStone,1955-12-30,Other,+37-199-8013,France,North,Ile-de-France,Paris,97330,99 HIGH STREET,,Spanish,  Active,2023-07-07,Yes,Yes,No,2024-07-03,
31506,CUST00024316,customer24316@email.com,  HelgLey,letaylor,2001-01-19,F,+48-782-6697,Spain,East,Valencia,Valencia,51762,533 Main Street,,English,Active,2024-07-08,No,No,Yes,2024-09-10,
31507,CUST00024317,customer24317@email.com,Dolores,WestWood,1973-05-02,M,+39-128-1441,United Kingdom,North,Greater Manchester,Manchester,20722,118 Main Street,Suite 68,French,Active,2021-06-17,Yes,No,Yes,2023-06-27,
31508,CUST00024318,customer24318@email.com,Xanudi,Colombo,1970-07-02,M,+41-265-7461,Germany,North,Bremen,Bremen,28712,102 High Street,,French,Active,2023-11-14,No,No,No  ,2024-12-11,
31509,CUST00024319,customer24319@email.com,Xeloc,DiDavis,1974-04-25,M,+36-519-1085,United Kingdom,South,Greater London,London,67537,,Apt 61,Italian,Active,2022-07-11,No,Yes,Yes,2023-05-04,
31510,CUST00024320,customer24320@email.com,Bajohes,NorthBrook,1996-07-25,M,+45-673-1794,Spain,West,Castile and Leon,Salamanca,11930,,Suite 216,French,ACTIVE,2023-04-29,No,No,Yes,2024-02-20,
31511,CUST00024321,customer24321@email.com,Pebuja  ,MacTaylor,2005-08-30,M,,Spain,West,,Salamanca,45108,19 Main Street,Apt 295,Spanish,Active,2022-07-26,Yes,Yes,Yes,2022-07-26,2022-08-10
31512,CUST00024321,customer24321@email.com,Pebuja,Mactaylor,2005-08-30,M,,Italy,East,Emilia-Romagna,Bologna,82793,,,Spanish,ACTIVE  ,2022-07-26,Yes,No,Yes,2022-08-10,2023-03-07
31513,CUST00024321,customer24321@email.com,Pebuja,MacTaylor,2005-08-30,M,+31-470-4252,Spain,East,Valencia,Valencia,94856,92 High Street,,Spanish,Active,2022-07-26,No,  No,No,2023-03-07,
31514,CUST00024322,customer24322@email.com,Zahiki,NorthBerg,1950-04-17,F,+39-557-2074,Spain,East,Valencia,Valencia,23426,952 Main Street,,German,Active,2021-10-26,No,No  ,Yes,2022-02-04,
31515,CUST00024323,customer24323@email.com,Welotoki,Whitehunter,2001-06-26,  F,+36-174-3457,Germany,North,Bremen,Bremen,71310,113 High Street,Apt 170  ,German,Active,2022-01-19,No,No,No,2023-04-28,
31516,CUST00024324,customer24324@email.com,Buvatasa,LeWeber,1969-09-17,Other,+34-418-6921,United Kingdom,South,Greater London,London,67199,256 Main Street,,  Italian,Active,2022-08-03,Yes,Yes,  Yes,2023-03-21,
31517,CUST00024325,customer24325@email.com,Kakuhe,DeMiller,1954-09-16,M,+44-128-3643,United Kingdom,East,Norfolk,Norwich,42000  ,83 Main Street,,Italian,Active,2023-08-30,Yes,Yes,No,2023-12-09,
31518,CUST00024326,customer24326@email.com,Keyam,LeFischer,1965-10-09,M,+30-398-6349,Germany,South,Baden-Wurttemberg,Stuttgart,20877,362 High Street,,  French,Active,2024-12-10,No,No,Yes,2024-12-27,
31519,CUST00024327,customer24327@email.com,Lohayi,DiJones,2005-05-24,M,+36-568-1341,Germany,East,Saxony,Leipzig,99586,68 Main Street,Building E,English,Active,2021-11-29,Yes,No,  No,2022-05-02,
31520,CUST00024328,customer24328@email.com,Kazo,Blackhunter,1975-09-02,M,+45-331-1000,Germany,West,North Rhine-Westphalia,Dusseldorf,52551,389 High Street,,Italian,Active,2023-01-22,Yes,No,Yes,2023-09-15,
31521,CUST00024329,customer24329@email.com,Data,desmith,1964-06-11,Other,+33-448-9930,United Kingdom,East,Norfolk,Norwich,  39763,951 HIGH STREET,apt 335,Italian,Active,2021-10-31,Yes,No,Yes,2023-01-15,
31522,CUST00024330,customer24330@email.com,Wixibah,Whitecooper,1978-07-20,M,,,East,Saxony,,33686,327 Main Street,,French,Active,2023-07-09,No,No,Yes,2023-07-09,2023-08-02
31523,CUST00024330,customer24330@email.com,Wixibah,WHITECOOPER,1978-07-20,M,,Spain,East,Valencia,,45146,487 Main Street,Floor 7  ,French,Active,2023-07-09,Yes,No,No,2023-08-02,2024-12-22
31524,CUST00024330,customer24330@email.com,Wixibah,Whitecooper,1978-07-20,M  ,+40-726-5507,Italy,East,Veneto,Verona,54295,874 High Street,,french,Active,2023-07-09,No,No,No,2024-12-22,
31525,CUST00024331,customer24331@email.com,Ganozip  ,LeJohnson,1959-02-20,F,+49-695-8575,France,North,Ile-de-France,Paris,68440,693 High Street,Building E,German,Active,2024-09-29,No,Yes  ,Yes,2024-11-02,
31526,CUST00024332,customer24332@email.com,Zulowimu,OSchneider,1991-10-08,F,+40-687-8511,Italy,South,Sicily,Palermo,77688,165 Main Street,,French,Active,2024-09-14,Yes,No,No,2024-10-09,
31527,CUST00024333,customer24333@email.com,yiyajis,Fischer,1988-04-03,Other,+43-766-5263,France,North,Hauts-de-France,Lille,58688,400 High Street  ,Building D,French,Active,2022-10-30,No,Yes,No,2023-09-11,
31528,CUST00024334,customer24334@email.com,Wiyo,DaBrown,1959-09-13,F,+31-652-4219,United Kingdom,North,Greater Manchester,Manchester,43270,,Apt 129,Spanish,Active,2022-12-10,No,Yes,Yes,2023-07-21,
31529,CUST00024335,customer24335@email.com,  Hapaki,DelDavis,1996-12-31,M,+36-804-2860  ,Germany,East,Saxony,Leipzig,40594,637 Main Street,,Italian,Active  ,2022-05-03,Yes,No,No,2022-06-02,
31530,CUST00024336,customer24336@email.com,Yoga,MacFischer,1997-12-02,M,+45-482-3139,Spain,South,Andalusia,Seville,  12458,783 Main Street,Floor 16,Spanish,Active,2022-01-06,Yes,No,Yes,2022-01-06,
31531,CUST00024337,customer24337@email.com,Melar,Grayhunter,1961-12-06,  M,+44-486-7969,Italy,North,Veneto,Venice,86539,462 Main Street,Suite 426,Italian,Active,2023-05-30,Yes,No,No,2024-08-05,
31532,CUST00024338,customer24338@email.com,Baveci,Sanchez,1985-11-06,Other,+35-815-6106,France,North,Ile-de-France,Paris,47293,567 High Street,Floor 11,GERMAN,Active,2024-10-25,No,Yes,Yes,2024-12-02,
31533,CUST00024339,customer24339@email.com,Andre,DiFischer,1980-05-07,OTHER,+37-630-1596,Germany,South,Bavaria,Munich,93492,603 Main Street,,Spanish,Active,2024-01-07,Yes,No,Yes,2024-03-11,
31534,CUST00024340,customer24340@email.com,Bihi,McJohnson,2004-09-07,Other,+32-308-2361,,,Bavaria,,14940,942 High Street,,Italian,Active,2023-08-09,Yes,No,Yes,2023-08-09,2023-09-22
31535,CUST00024340,customer24340@email.com,  Bihi,McJohnson,2004-09-07,Other,+32-308-2361,Italy,East,Veneto,Verona,95913,90 HIGH STREET,Floor 3,italian,Active,2023-08-09,No,Yes,No,2023-09-22,
31536,CUST00024341,customer24341@email.com,Zugus,Brown,1997-11-13,F,+39-949-2465,Spain,South,Andalusia,Malaga,95720,380 Main Street,,French,Active,2021-09-14,Yes,Yes,No,2023-04-16,
31537,CUST00024342,customer24342@email.com,MoniTon,EastBerg,1992-08-04,Other,+49-585-6230  ,France,North,Hauts-de-France,Lille,21212,365 Main Street  ,,  GERMAN,Active,2023-12-13,No,Yes,No,2024-04-04,
31538,CUST00024343,customer24343@email.com,Sedeyesa,DeMiller,1990-07-08,Other,+47-565-9438,France,North,Ile-de-France,Paris,30115,1 High Street,Floor 3,English,Active,2023-10-24,No,No,Yes,2023-11-18,
31539,CUST00024344,customer24344@email.com,Manuel,Hoffmann,1954-12-04,F,+45-889-8758,Italy,West,Lazio,Rome,20608,175 Main Street,Apt 268,English,Active,2024-11-25,No,No,  Yes,2024-12-12,
31540,CUST00024345,customer24345@email.com,WillTon,DiJones,1959-03-01,M,+48-272-5251,Italy,South,Sicily,Palermo,91178,232 High Street,Suite 109,Spanish,Active  ,2023-05-01,No,No,Yes,2023-06-28,
31541,CUST00024346,customer24346@email.com,PatrSon,Silversmith,1980-02-18,M,+39-963-9484,Spain,South,Andalusia,Seville,  11527,233 Main Street,,Italian  ,Active,2022-03-01,No,No,  Yes,2024-08-09,
31542,CUST00024347,customer24347@email.com,Mosomulu,OJones,1993-08-03,F,+42-585-2335,France,South,Provence-Alpes-Cote d Azur,Nice,93576,119 High Street,,Italian,Active,2024-12-01,No,Yes,Yes,2025-01-15,
31543,CUST00024348,customer24348@email.com,  Moyobeg,Grayfisher,1993-06-29,M,+34-105-9296,Germany,West,North Rhine-Westphalia,Cologne,53230,765 High Street,,English,Active,2021-11-14,No,Yes,Yes  ,2022-09-06,
31544,CUST00024349,customer24349@email.com,buroyeca,SouthBurg,1989-08-03,F,+36-492-6503,,North,Merseyside,,,,,,active,2024-06-21,Yes,No,Yes,2024-06-21,2024-07-10
31545,CUST00024349,customer24349@email.com,Buroyeca,SouthBurg,1989-08-03,F,,United Kingdom,North,Merseyside,,60711,773 High Street,,,Active,2024-06-21,No,No,Yes,2024-07-10,2024-07-29
31546,CUST00024349,customer24349@email.com,Buroyeca,  SouthBurg,1989-08-03,F,+36-492-6503,United Kingdom,North,Merseyside,,60711,773 High Street  ,,English,Active,2024-06-21,No,Yes,Yes,2024-07-29,2024-12-11
31547,CUST00024349,customer24349@email.com,Buroyeca,SouthBurg,1989-08-03,F,+36-492-6503,Italy,South,Campania,Naples,32737,538 High Street,,English,Active,2024-06-21,Yes,Yes,No,2024-12-11,
31548,CUST00024350,customer24350@email.com,PatrTon,DelDavis,1967-06-26,Other,,,,West Midlands,,,,,,Active,2021-07-20,Yes,Yes,Yes,2021-07-20,2021-08-19
31549,CUST00024350,customer24350@email.com,PatrTon,DelDavis,2025-10-14,Other,,United Kingdom,,West Midlands,,72193,17 Main Street,,,Active,2021-07-20,Yes,Yes,No,2021-08-19,2022-05-10
31550,CUST00024350,customer24350@email.com,patrton,DelDavis,1967-06-26,Other,+36-312-4019,United Kingdom,West,,Birmingham,,,,English  ,Active,2021-07-20,Yes,No,Yes,2022-05-10,2024-03-06
31551,CUST00024350,customer24350@email.com,PatrTon,DelDavis,1967-06-26,Other,+36-312-4019,United Kingdom,West,West Midlands,Birmingham,72193,17 Main Street,,English,Active,2021-07-20,No,Yes,No,2024-03-06,
31552,CUST00024351,customer24351@email.com,James,VanWilliams,1990-09-29,  M,+33-491-8512,Italy,East,Emilia-Romagna,Bologna,36836,498 High Street,Building D,Italian,ACTIVE,2021-04-29,No,No,Yes,2023-04-27,
31553,CUST00024352,customer24352@email.com,UrsuTon,DeWilson,1998-03-05,Other,+48-880-7216,France,West,Nouvelle-Aquitaine,Bordeaux,24752,617 High Street,,German,Active,2021-12-11,Yes,Yes  ,Yes,2023-01-06,
31554,CUST00024353,customer24353@email.com,Wocezuh,MacMiller,1951-03-16,F,,Italy,North,,Venice,,,,,Active,2021-12-10,Yes,No,Yes,2021-12-10,2021-12-23
31555,CUST00024353,customer24353@email.com,Wocezuh,MacMiller,1951-03-16,F,+46-732-7281,Italy,,,,62953,,,French,Active  ,2021-12-10,No,Yes,No,2021-12-23,2022-11-09
31556,CUST00024353,customer24353@email.com,Wocezuh,MacMiller,1951-03-16,F,,Spain,,Community of Madrid,,70781,,,French,Active,2021-12-10,No,No,YES,2022-11-09,2024-05-13
31557,CUST00024353,customer24353@email.com,  Wocezuh,MacMiller,1951-03-16,F,+46-732-7281,Spain,North,Basque Country,Bilbao,43472,843 High Street,,French,Active,2021-12-10,Yes,No,No,2024-05-13,
31558,CUST00024354,customer24354@email.com,Kitey,Meyer,1956-09-19,Other,+48-914-8315,Italy,North,Lombardy,Milan,80875,625 main street,Apt 68,Spanish,Active,2024-09-09,No,Yes,No,2024-11-05,
31559,CUST00024355,customer24355@email.com,Layetur,VonSchmidt,1988-04-30,M,+37-154-6596,Spain,,Andalusia,Seville,10782,,,,Active,2023-11-26,Yes,No,No,2023-11-26,2023-11-30
31560,CUST00024355,customer24355@email.com,  Layetur,VonSchmidt,1988-04-30,M,+37-154-6596,United Kingdom,North,Greater Manchester,Manchester,92017,,,,Active  ,2023-11-26,No,No,Yes,2023-11-30,2023-12-11
31561,CUST00024355,customer24355@email.com,Layetur,VonSchmidt,1988-04-30,M,+37-154-6596,United Kingdom,North,Greater Manchester,Manchester,92017,,,,Active,2023-11-26,No,No,  No,2023-12-11,2024-07-23
31562,CUST00024355,customer24355@email.com,Layetur,VonSchmidt,1988-04-30,M,+37-154-6596,Spain,North,Basque Country,Bilbao,29422,279 High Street,UNIT 3,French,Active,2023-11-26,No,No,Yes,2024-07-23,
31563,CUST00024356,customer24356@email.com,Sozegur,SouthDale,1972-02-03,  F,+40-529-8717,Spain,East,Catalonia,Barcelona,76818,454 High Street,Unit 53,French,ACTIVE,2021-02-06,No,No,Yes,2021-08-26,
31564,CUST00024357,customer24357@email.com,Wise,OMiller,1964-12-07,M,  +45-429-8708,France,South,Provence-Alpes-Cote d Azur,Nice,74640,532 High Street,,Italian,Active,2021-07-04,No,No,Yes,2022-07-15,
31565,CUST00024358,customer24358@email.com,Sedeyesa  ,LaBrown,1990-10-20,M,+34-590-1678,France,East,Auvergne-Rhone-Alpes,Lyon,96086,  922 Main Street,,Spanish,ACTIVE,2022-03-18,No,Yes,Yes,2023-06-02,
31566,CUST00024359,customer24359@email.com,Xonaxeti,SouthField,1976-08-06,Other,+43-268-9769,Germany,East,Saxony,Leipzig,52141,405 High Street,,English,  Active,2023-03-07,Yes,No  ,No,2024-03-29,
31567,CUST00024360,customer24360@email.com,Sozegur,Meyer,1999-02-07,F,+37-428-6843  ,Italy,East,Veneto,Verona,  93460,855 Main Street,Apt 496,German,Active,2022-02-01,Yes,No,No,2023-01-22,
31568,CUST00024361,customer24361@email.com,Tuxesu,EASTBURG,1958-06-10,M,+36-844-8732,France,East,Auvergne-Rhone-Alpes,Lyon,48672,672 High Street,,Spanish,Active,2023-12-30,Yes,Yes,Yes,2024-11-18,
31569,CUST00024362,customer24362@email.com,  Ziwura,EastBerg,1962-12-01,F,,France,South,,,,764 High Street,Unit 213,,  Active,2021-08-11,No,Yes,No,2022-06-26,2023-03-20
31570,CUST00024362,customer24362@email.com,Ziwura,EastBerg,1962-12-01,F,+45-907-3454,France,South,Provence-Alpes-Cote d Azur,Marseille,72433  ,764 High Street,Unit 213,Spanish,Active,2021-08-11,Yes,Yes,No,2023-03-20,
31571,CUST00024363,customer24363@email.com,Data,VonWilson,1955-08-22,other,+32-453-5371,Spain,West,Community of Madrid,Madrid,31308  ,327 High Street,Building A,  English,Active,2021-05-12,No,Yes  ,No,2022-11-02,
31572,CUST00024364,customer24364@email.com,Cuwayara,WestWood,1971-12-13,M,,,,,,,,,,Active,2022-02-03,No,Yes,No,2022-02-03,2022-02-19
31573,CUST00024364,customer24364@email.com,Cuwayara,WestWood,1971-12-13,M,+47-491-9653,Spain,South,Andalusia,Seville,25117,549 Main Street,,,  Active,2022-02-03,No,No,No,2022-02-19,2022-02-28
31574,CUST00024364,customer24364@email.com,Cuwayara,WestWood,1971-12-13,M,+47-491-9653,Spain,South,Andalusia,Seville,25117,549 Main Street,,Italian,Active,2022-02-03,No,No,No,2022-02-28,
31575,CUST00024365,customer24365@email.com,HelgSon,DiMuller,1954-12-25,Other,+47-799-8231  ,Italy,North,Piedmont,Turin,48234,588 Main Street,Apt 327,german,Active,2022-02-11,Yes,Yes,Yes,2022-06-24,
31576,CUST00024366,customer24366@email.com,Kupipa,MacFischer,1989-08-15,Other  ,+31-408-9279,United Kingdom,,Cambridgeshire,,97176,,Apt 416,Spanish,Active,2024-06-13,No,No,Yes,2024-06-13,2024-06-20
31577,CUST00024366,customer24366@email.com,Kupipa,MacFischer,1989-08-15,Other,+31-408-9279,,North,Merseyside,Liverpool,,525 Main Street,,,Active,2024-06-13,Yes,YES,Yes,2024-06-20,2024-07-16
31578,CUST00024366,customer24366@email.com,Kupipa  ,MacFischer,1989-08-15,Other,+31-408-9279,Germany,East,Berlin,Berlin,11601,650 Main Street,Building B,,ACTIVE,2024-06-13,No,no,No,2024-07-16,2024-09-14
31579,CUST00024366,customer24366@email.com,Kupipa,MacFischer,1989-08-15,Other,+31-408-9279,Germany,East,Saxony,Leipzig,17227,  305 High Street,,  Spanish,Active,2024-06-13,No,Yes,Yes,2024-09-14,
31580,CUST00024367,customer24367@email.com,Kizahut,LeSchneider,1980-02-23,Other,,Spain,North,Basque Country,,61877,,Floor 17,,Active,2021-07-04,Yes,No,No,2021-07-04,2021-07-21
31581,CUST00024367,customer24367@email.com,kizahut,LeSchneider,1980-02-23,Other,+45-590-8628,Spain,,Andalusia,Seville,,,Apt 80,Italian,Active,2021-07-04,No,No,Yes,2021-07-21,2022-07-13
